"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032481","positive regulation of type I interferon production","37/4408","91/18860",0.406593406593407,1.73964420334656,3.90606201143675,0.000177373394164475,0.005222698442999,0.00437455676560736,"BANF1/CHUK/CLEC12A/CUL3/DDX3X/DHX36/DHX9/HMGB2/IFIH1/IRAK1/IRF1/IRF3/IRF7/KAT8/KPNA2/MAP3K7/OAS3/PTPN11/RIOK3/RIPK2/RNF135/SETD2/STAT1/SYK/TAB1/TANK/TBK1/TLR2/TLR4/TLR8/TRAF3/TRAF3IP3/TRAF6/TRIM56/TRIM65/ZC3HAV1/ZCCHC3",37
"GO:1901800","positive regulation of proteasomal protein catabolic process","45/4408","117/18860",0.384615384615385,1.64560938154405,3.86864926172047,0.000178638616577638,0.005222698442999,0.00437455676560736,"AKT1/AURKA/AXIN1/BAG6/CLU/COP1/CSNK1A1/DAB2IP/DDRGK1/DNAJB2/DVL1/ELOB/FBXW7/FZR1/GABARAP/GCLC/GSK3B/HAMP/HECTD1/HERPUD1/HSPA1A/HSPA1B/HSPBP1/KEAP1/LRRK2/MDM2/MTOR/NOP53/NUPR1/PAQR3/PIAS1/PSEN1/PSMC3/PSMC5/RAD23A/SGTA/SIRT2/SMAD7/TF/TMEM259/TMX1/TRIB1/UBQLN1/USP5/XBP1",45
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","45/4408","117/18860",0.384615384615385,1.64560938154405,3.86864926172047,0.000178638616577638,0.005222698442999,0.00437455676560736,"ADAM17/AKAP12/ARFGEF2/ARID5A/BCL10/C1QTNF4/CARD9/CCR2/CD2/CD86/CLEC7A/CLU/CYBB/DDT/DHX9/FCGR1A/FCGR2A/FCGR3A/FZD5/HSPB1/IFIH1/IFNG/IFNGR1/JAK2/LBP/LILRA5/LRRK2/LY96/MAPKAPK2/NFATC4/NRDC/OAS3/PF4/PSEN1/PTPN11/PTPRC/PTPRJ/PYCARD/RIPK2/SPHK2/SYK/TGFB1/TLR1/TLR2/TLR4",45
"GO:0046824","positive regulation of nucleocytoplasmic transport","28/4408","63/18860",0.444444444444444,1.90159306311756,3.95870110499052,0.000180441833966895,0.00525110682719329,0.0043983517617446,"ANP32B/BAG3/CAMK1/CDH1/DHX9/ECT2/EFCAB7/EMD/FLNA/GSK3B/HDAC3/IFNG/IL1B/JAK2/JUP/MAPK14/MDM2/NEDD4/PIK3R2/PSEN1/RAPGEF3/SHH/TGFB1/TRIM28/UBR5/XBP1/XPO4/ZPR1",28
"GO:0022411","cellular component disassembly","147/4408","483/18860",0.304347826086957,1.3021778584392,3.71548098846515,0.000183508762196364,0.00531586162050477,0.00445259068100787,"ABCE1/APC/APC2/APEH/ARID2/ASCC3/ATAD2/ATAD2B/ATG14/ATG5/ATR/ATXN7/AURKA/BAX/BMERB1/BOK/CAPN10/CAPZA1/CCDC88C/CCSAP/CECR2/CHMP1A/CHMP2A/CHMP4A/CHMP4C/CLASP2/CLN3/COL6A1/CRACD/CTDNEP1/CTSS/CX3CL1/DCTN1/DDIT4/DDR1/DDR2/DDRGK1/DICER1/DNAJC17/DNASE1L3/DNASE2/EIF5A/ENDOG/EPG5/F2RL1/FER/FLII/FLOT1/FOXL2/FSCN1/FYCO1/GABARAP/GAK/GAS2L1/GPER1/GRWD1/GSPT1/HBS1L/HSF1/IL1B/IRAK3/KIF2A/KLK4/LAMP2/LCP1/LIX1L/LMOD3/LTN1/MAP1A/MAP1LC3A/MAP1S/MAP4/MCTS1/MELTF/MFSD8/MICAL3/MID1/MID1IP1/MMP1/MMP2/MMP3/MMP7/MMP9/MRRF/MTIF2/MTPN/MTRF1L/MYLK3/NCKAP5L/NEDD9/NES/PAK4/PDPN/PEX14/PEX2/PEX5/PHF23/PIK3C3/PIK3CA/PIK3R4/PLEK/PLXNC1/PNPLA2/PPP1R10/PPP1R9B/PRKCB/PRSS1/RRP7A/SCAF8/SETX/SHARPIN/SHFL/SMAD7/SMARCA4/SMARCC2/SMARCD2/SMARCD3/SNX14/SPTAN1/SPTBN1/SPTBN4/SPTBN5/STMN1/STMN3/STX17/STX5/SVIL/SYNJ1/TBC1D25/TCF25/TGFB1/TGFB3/TPGS1/TPGS2/TRAF2/TRIOBP/TRNT1/TWF2/UBQLN1/UBQLN4/UFL1/UPF1/UVRAG/VAMP8/VMP1/WDR1/ZNF598",147
"GO:0032535","regulation of cellular component size","114/4408","361/18860",0.315789473684211,1.35113191326774,3.72019688174845,0.0001961575643799,0.00561427140995512,0.00470254012335283,"ADNP/AKT1S1/ANAPC2/ANO6/APOE/AQP4/ARFGEF1/ARHGAP18/ARHGAP4/BAIAP2/BCL11A/BIN1/BORCS6/BORCS8/CAPZA1/CCR7/CDC42EP1/CDC42EP2/CDC42EP3/CDC42EP4/CDC42EP5/CDH1/CDH4/CDHR5/CLASP2/CLCN3/CLN3/COL6A1/CRACD/CTTN/CYFIP2/CYRIB/DIP2B/DISC1/DNAJC16/EDN1/ELAVL1/ELN/F2RL1/FER/FLII/GDI1/GSK3B/IL7R/ISLR2/KANK2/KANK3/KCNK6/KCNN4/L1CAM/LAMTOR4/LIMK1/LMOD3/LRRC8A/MACF1/MAP3K7/MEGF8/MKKS/MTOR/MTPN/MYADM/NCK1/NCKAP1L/NTN1/OLFM1/PEX11A/PICALM/PIK3CA/PIK3R2/PLEK/PLEKHG2/PLXNA3/PRKCE/PTK2B/PTPRS/PUM2/PYCARD/RARG/RASA1/RB1CC1/RGMA/RICTOR/RND2/RNF6/SCT/SEMA3G/SEMA4D/SEMA6C/SHANK3/SLC12A1/SLC12A2/SLC12A4/SLC12A5/SLC12A6/SLC12A9/SPP1/SPTAN1/SPTBN1/SPTBN4/SPTBN5/SRF/SSH2/SSH3/STK39/SVIL/TP73/TRIOBP/TWF2/ULK1/VASP/VEGFA/WASHC5/WDR1/WDTC1",114
"GO:0006913","nucleocytoplasmic transport","111/4408","350/18860",0.317142857142857,1.35692247861032,3.72238131701,0.000196477273412523,0.00561427140995512,0.00470254012335283,"AAAS/AGFG1/AKT1/ALKBH5/ALYREF/ANP32B/ATF2/ATXN1/AXIN1/BAG3/BMP4/C12orf50/CAMK1/CASC3/CCHCR1/CDH1/DHX9/E2F3/ECT2/EFCAB7/ELAVL1/EMD/FAM76B/FLNA/GSK3B/HDAC3/HHEX/HIKESHI/HNRNPA1/IER3/IFNG/IL1B/ING1/INSIG1/IPO11/JAK2/JUP/KPNA1/KPNA2/KPNA3/LMNA/LRRK2/LSG1/LZTS2/MALT1/MAPK14/MBTPS2/MDFIC/MDM2/NCBP1/NEDD4/NF1/NOP9/NR4A1/NUP153/NUP155/NUP160/NUP205/NUP35/NUP37/NUP50/NUP58/NUP62/NUP98/PABPN1/PAQR3/PIK3R2/PKD1/PML/PPP1R10/PSEN1/PTPN11/RANBP2/RANBP6/RANGAP1/RAPGEF3/RBM10/RBM33/RBM8A/RGPD8/RPS15/RSRC1/SEC13/SETD2/SHH/SIX2/SIX3/SMG1/SP100/SPG11/SPRN/SQSTM1/STK4/SYK/TBK1/TGFB1/THOC2/TNPO1/TNPO2/TRIM28/TSC2/UBE2I/UBR5/UHMK1/UPF1/WASHC4/XBP1/XPO1/XPO4/XPO6/ZPR1",111
"GO:0051169","nuclear transport","111/4408","350/18860",0.317142857142857,1.35692247861032,3.72238131701,0.000196477273412523,0.00561427140995512,0.00470254012335283,"AAAS/AGFG1/AKT1/ALKBH5/ALYREF/ANP32B/ATF2/ATXN1/AXIN1/BAG3/BMP4/C12orf50/CAMK1/CASC3/CCHCR1/CDH1/DHX9/E2F3/ECT2/EFCAB7/ELAVL1/EMD/FAM76B/FLNA/GSK3B/HDAC3/HHEX/HIKESHI/HNRNPA1/IER3/IFNG/IL1B/ING1/INSIG1/IPO11/JAK2/JUP/KPNA1/KPNA2/KPNA3/LMNA/LRRK2/LSG1/LZTS2/MALT1/MAPK14/MBTPS2/MDFIC/MDM2/NCBP1/NEDD4/NF1/NOP9/NR4A1/NUP153/NUP155/NUP160/NUP205/NUP35/NUP37/NUP50/NUP58/NUP62/NUP98/PABPN1/PAQR3/PIK3R2/PKD1/PML/PPP1R10/PSEN1/PTPN11/RANBP2/RANBP6/RANGAP1/RAPGEF3/RBM10/RBM33/RBM8A/RGPD8/RPS15/RSRC1/SEC13/SETD2/SHH/SIX2/SIX3/SMG1/SP100/SPG11/SPRN/SQSTM1/STK4/SYK/TBK1/TGFB1/THOC2/TNPO1/TNPO2/TRIM28/TSC2/UBE2I/UBR5/UHMK1/UPF1/WASHC4/XBP1/XPO1/XPO4/XPO6/ZPR1",111
"GO:0032743","positive regulation of interleukin-2 production","19/4408","37/18860",0.513513513513513,2.19711090400746,4.02538083231172,0.000198968285325674,0.00565984108933168,0.00474070950100291,"CCR2/CD28/CD83/CD86/CLEC7A/GLMN/IL1B/IRF4/MALT1/MAP3K7/PDE4B/PDE4D/PRKCQ/PTPRC/RIPK2/RUNX1/SPTBN1/TRAF2/TRAF6",19
"GO:0050769","positive regulation of neurogenesis","79/4408","235/18860",0.336170212765957,1.43833262540063,3.73427015635376,0.000214704447595479,0.00604834228077753,0.00506611992514182,"ADNP/ANAPC2/ASPM/ATXN1/BAIAP2/BCL11A/BIN1/BMP2/CDH4/CX3CL1/CXCR4/DAG1/DBN1/DHX36/DICER1/DISC1/ELL3/FOXG1/FXR2/GDI1/GFAP/GPER1/HES1/HIF1A/ID2/IFNG/IL1B/IL6ST/ISLR2/L1CAM/LIMK1/LYN/MACF1/MAN2A1/MAP2K2/MAP6/MAPRE3/MEGF8/MME/MTOR/NIN/NKX6-2/NRDC/NTN1/NUMB/NUMBL/OBSL1/PLXNB2/PLXNB3/PLXNC1/PTPRD/QKI/RELA/RND2/RNF112/SEMA4D/SERPINE2/SHANK3/SHH/SHOX2/SLC7A5/SMARCD3/SOX11/SOX8/SRF/SRRT/STAU2/STK11/STK25/TBC1D24/TENM4/TGFB1/TGM2/TP73/TWF2/UFL1/VEGFA/WDR62/XRCC5",79
"GO:0002726","positive regulation of T cell cytokine production","16/4408","29/18860",0.551724137931034,2.36059828524939,4.04956499082676,0.000215499131144092,0.00604834228077753,0.00506611992514182,"ARID5A/B2M/CD55/CD81/DENND1B/FZD5/GATA3/IFNG/IL1B/MALT1/MAP3K7/SLAMF1/TBX21/TNFSF4/TRAF2/TRAF6",16
"GO:2000629","negative regulation of miRNA metabolic process","16/4408","29/18860",0.551724137931034,2.36059828524939,4.04956499082676,0.000215499131144092,0.00604834228077753,0.00506611992514182,"BMP4/HIF1A/NCOR1/NCOR2/NFATC4/PDGFB/POU5F1/PPARD/QKI/RARA/RELA/SRF/TENT2/TGFB1/VEGFA/ZNF512B",16
"GO:0016242","negative regulation of macroautophagy","20/4408","40/18860",0.5,2.13929219600726,3.98356084871632,0.000217348128625675,0.00607324527553601,0.00508697879061024,"AKT1/EHMT2/FBXL4/LRRK2/LYPLA1/LZTS1/MTOR/NPC1/NRBP2/NUPR1/PHF23/PIK3CA/PINK1/RNF41/SCFD1/SEC22B/TSC2/UBQLN4/USP36/VPS13C",20
"GO:0002821","positive regulation of adaptive immune response","51/4408","138/18860",0.369565217391304,1.58121597096189,3.78457493765819,0.000221670460263374,0.00615386839564761,0.00515450909499175,"ARID5A/ATAD5/B2M/BRD2/BRD4/CARD9/CCR2/CD226/CD28/CD55/CD81/CLEC7A/CYRIB/DENND1B/EXOSC3/FBXO38/FCER2/FCGR1A/FZD5/GATA3/HLA-DRA/HLA-DRB1/HLA-F/IFNG/IL1B/IL6ST/JAK2/KMT5C/MALT1/MAP3K7/NFKBIZ/PRKCQ/PTPRC/PYCARD/RIPK2/SHLD2/SKAP1/SLAMF1/STAT6/STX7/TBX21/TFRC/TGFB1/TNFSF13/TNFSF13B/TNFSF4/TRAF2/TRAF6/TYK2/UFL1/ULBP2",51
"GO:0071260","cellular response to mechanical stimulus","32/4408","76/18860",0.421052631578947,1.80150921769032,3.86667280877314,0.000222182421885615,0.00615386839564761,0.00515450909499175,"ATP1A2/BAD/BAG3/BCL10/CASP5/CASP8/DAG1/GCLC/HABP4/HDAC3/IL1B/IRF1/LTBR/MAP2K4/MAP3K1/MAP3K2/MAPK3/MAPK8/NFKB1/PECAM1/PIEZO1/PLEC/PTPN11/SCX/SLC38A2/SLC9A1/TEK/TGFB1/TLR4/TLR5/TLR8/TMEM87A",32
"GO:0036503","ERAD pathway","44/4408","115/18860",0.382608695652174,1.63702359346642,3.78423294362076,0.00024026279861942,0.00662558765625169,0.00554962336503142,"ATF6/BAG6/BRSK2/DERL1/DERL3/DNAJB2/DNAJB9/DNAJC10/ECPAS/EDEM1/EDEM3/ERLEC1/FAF1/FBXO2/HERPUD1/HSP90B1/JKAMP/MAN1A2/MAN1C1/OS9/RCN3/RHBDD1/RNF139/RNF145/SEL1L/SELENOS/SGTA/STT3B/SVIP/TMEM129/TMEM259/TMUB1/TMX1/TRIM13/UBE2J1/UBE4A/UBQLN1/UBXN1/UBXN4/UBXN6/UFD1/USP19/USP25/XBP1",44
"GO:0051250","negative regulation of lymphocyte activation","64/4408","183/18860",0.349726775956284,1.49633552507612,3.72617710477426,0.000241892895163239,0.00664153753459068,0.00556298305810196,"ARG1/ATM/AXL/BANK1/BMP4/CASP3/CD274/CD69/CD86/CLEC12A/CR1/CTLA4/DLG5/DUSP22/ERBB2/FBXO38/FBXO7/GLMN/HLA-DRB1/HLX/ID2/IL2RA/IRF1/ITCH/LAPTM5/LGALS1/LST1/LYN/MAD1L1/MAPK3/MARCHF7/MICA/MNDA/PAG1/PARP3/PDCD1LG2/PELI1/PGLYRP3/PIBF1/PKN1/PRDX2/PTPN11/PTPN2/RASSF5/RC3H1/RC3H2/RHBDD3/RIPOR2/RUNX1/RUNX3/SCRIB/SHH/SLC4A2/SMAD7/SOX11/TARM1/TBX21/TGFB1/TIGIT/TMEM131L/TNFSF4/UFL1/USP5/ZBTB7B",64
"GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","29/4408","67/18860",0.432835820895522,1.85192458758837,3.85795043632988,0.000244349990561435,0.00666236567532726,0.00558042880668741,"BAG6/BAX/BBC3/BCL2/BCL2L1/BCL2L11/BOK/BRSK2/CASP4/DAB2IP/DDIT3/DNAJC10/EIF2AK3/ERO1A/GRINA/HERPUD1/HSPA1A/ITPR1/LRRK2/MAP3K5/NCK1/PML/PPP1R15A/PTPN1/PTPN2/SELENOS/TMBIM6/TRAF2/XBP1",29
"GO:0036499","PERK-mediated unfolded protein response","14/4408","24/18860",0.583333333333333,2.4958408953418,4.0496065390464,0.000244761494327145,0.00666236567532726,0.00558042880668741,"ABCA7/AKT1/ATAD3A/BOK/DDIT3/DDRGK1/EIF2AK3/NCK1/PPP1R15A/PPP1R15B/PTPN1/PTPN2/TMED2/TMEM33",14
"GO:0007272","ensheathment of neurons","57/4408","159/18860",0.358490566037736,1.53383214053351,3.73324946618582,0.000249308642318756,0.00669773540502908,0.00561005465854417,"ABCA2/ABCD1/ABCD2/AKT1/CLU/CMTM8/COL6A1/CTSC/CXCR4/DAG1/DICER1/EIF2AK3/EIF2B4/EPB41L3/ERBB2/GALC/GNPAT/GPC1/HEXB/HRAS/ILK/ITGAX/LGI4/MAL2/MAP2K2/MAPK1/MAPK3/MARVELD1/MBP/MTOR/NAB2/NF1/NKX6-2/NRDC/NSUN5/ORMDL1/PLEC/PPARD/PRX/QKI/RARA/RARG/SELENOI/SERINC5/SIRT2/SKI/SLC25A46/SOS1/TENM4/TGFB1/TMEM163/TPPP/TSPAN2/TYMP/UGT8/ZNF24/ZPR1",57
"GO:0008366","axon ensheathment","57/4408","159/18860",0.358490566037736,1.53383214053351,3.73324946618582,0.000249308642318756,0.00669773540502908,0.00561005465854417,"ABCA2/ABCD1/ABCD2/AKT1/CLU/CMTM8/COL6A1/CTSC/CXCR4/DAG1/DICER1/EIF2AK3/EIF2B4/EPB41L3/ERBB2/GALC/GNPAT/GPC1/HEXB/HRAS/ILK/ITGAX/LGI4/MAL2/MAP2K2/MAPK1/MAPK3/MARVELD1/MBP/MTOR/NAB2/NF1/NKX6-2/NRDC/NSUN5/ORMDL1/PLEC/PPARD/PRX/QKI/RARA/RARG/SELENOI/SERINC5/SIRT2/SKI/SLC25A46/SOS1/TENM4/TGFB1/TMEM163/TPPP/TSPAN2/TYMP/UGT8/ZNF24/ZPR1",57
"GO:0051099","positive regulation of binding","23/4408","49/18860",0.469387755102041,2.00831512278233,3.90305369374573,0.0002505397181986,0.00669773540502908,0.00561005465854417,"BMP4/EDF1/GATA3/GPSM1/GSK3B/GTF2B/H1-0/HES1/IDE/IFNG/MED25/MMP9/NCBP1/NIBAN2/PYHIN1/RARA/RB1/RIPOR1/RIPOR2/SIRT2/SKI/STMN1/USP9X",23
"GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","23/4408","49/18860",0.469387755102041,2.00831512278233,3.90305369374573,0.0002505397181986,0.00669773540502908,0.00561005465854417,"BRD2/BRD4/CD28/CD55/CD81/CD83/CD86/GPR65/HLA-DRA/HLA-DRB1/HLX/IFNG/IL2RG/MALT1/NCKAP1L/NFKBIZ/PRKCQ/RARA/RIPK2/SHB/TGFBR2/TNFSF4/ZBTB7B",23
"GO:0032388","positive regulation of intracellular transport","52/4408","142/18860",0.366197183098592,1.56680555200532,3.7442487465321,0.000251363941566412,0.00669773540502908,0.00561005465854417,"AKAP5/ANP32B/B3GAT3/BAG3/CAMK1/CAPN10/CD81/CDH1/CEP131/DHX9/DYNC1LI2/DYNLRB1/ECT2/EDEM1/EFCAB7/EHD1/EHD2/EMD/FLNA/GSK3B/HDAC3/ICE1/IFNG/IL1B/JAK2/JUP/KIF20B/MAPK14/MDM2/NEDD4/NUMA1/OAZ3/PCNT/PDCD10/PIK3R2/PSEN1/RAB29/RAPGEF3/RIPOR1/SHH/SLC51B/SORL1/SPAG5/STK11/TGFB1/TMEM30A/TRIM28/UBR5/VAMP2/XBP1/XPO4/ZPR1",52
"GO:0006984","ER-nucleus signaling pathway","25/4408","55/18860",0.454545454545455,1.94481108727933,3.87530424123089,0.000256946266307236,0.0068177129064294,0.00571054837768183,"ABCA7/AKT1/ATAD3A/ATF6/ATF6B/BOK/DDIT3/DDRGK1/EIF2AK3/FBXW7/GSK3B/INSIG1/MBTPS2/NCK1/PAQR3/PPP1R15A/PPP1R15B/PTPN1/PTPN2/SELENOS/SPRING1/TMED2/TMEM33/XBP1/ZBTB7B",25
"GO:0051054","positive regulation of DNA metabolic process","92/4408","283/18860",0.325088339222615,1.3909178942238,3.65937675143487,0.000261918854788859,0.0069205755982914,0.00579670665190054,"ACTR8/AKT1/ARID1B/ARID2/ATAD5/ATF1/ATM/ATR/BABAM1/BABAM2/BAX/BCL7B/BCL7C/CCT2/CD28/CHTF18/CIZ1/CYREN/DBF4/DBF4B/DHX36/DHX9/E2F7/E2F8/ENDOG/EPC1/EPC2/ERCC1/EXOSC3/FAF1/FBXO4/FH/HDAC10/HDGFL2/HNRNPA1/HSF1/ING3/INO80B/INO80E/KCTD13/KMT5C/MAP2K7/MAPK1/MAPK15/MAPK3/MBTD1/MDC1/NBN/PARN/PARP3/PBRM1/PDGFB/PELI1/PIAS4/PML/POT1/PPP1R10/PRKCQ/PRKDC/PTPRC/RAD51AP1/RFC3/RNF126/RNF168/RUVBL2/SETMAR/SHLD2/SKP2/SLF1/SLX1A/SLX4/SMARCA4/SMARCA5/SMARCC2/SMARCD2/SMARCD3/SMCHD1/STAT6/STN1/TBX21/TFPT/TFRC/TGFB1/TMEM161A/TNFSF13/TNFSF4/TNKS/TNKS2/TOP2B/TRIM28/VEGFA/WIZ",92
"GO:0006303","double-strand break repair via nonhomologous end joining","33/4408","80/18860",0.4125,1.76491606170599,3.78640553742065,0.000282827548053066,0.00738940923051253,0.0061894039060425,"ASTE1/ATM/CYREN/DCLRE1C/DEK/DYRK1A/EPC1/ERCC1/ERCC4/ERCC6L2/FH/HMGA2/HMGB2/HSF1/IFFO1/KMT5C/LIG3/MBTD1/NBN/PARP3/POLM/POT1/PRKDC/RNF168/RNF169/SETMAR/SHLD2/SMCHD1/TOP2B/UVRAG/XRCC4/XRCC5/ZBTB7A",33
"GO:0140895","cell surface toll-like receptor signaling pathway","33/4408","80/18860",0.4125,1.76491606170599,3.78640553742065,0.000282827548053066,0.00738940923051253,0.0061894039060425,"AKT1/CHUK/DAB2IP/ECSIT/F2RL1/GDI1/IFI35/IRAK1/IRAK4/IRF3/LBP/LY96/LYN/MAP3K7/MFHAS1/NR1D1/PELI1/PIK3AP1/PRKCE/RAB13/RELA/RIPK2/SQSTM1/TAX1BP1/TBK1/TLR1/TLR2/TLR4/TLR5/TLR6/TRAF3/TRAF6/TRIL",33
"GO:0099175","regulation of postsynapse organization","53/4408","146/18860",0.363013698630137,1.55318474504637,3.70577849974825,0.000283172926965009,0.00738940923051253,0.0061894039060425,"ABHD17A/ABHD17C/ABI3/AKT1/APOE/ARC/ARHGAP33/ARHGEF15/ASIC2/BAIAP2/CARMIL3/CASKIN1/CC2D1A/CRMP1/CYFIP2/DBN1/DHX36/DISC1/DOCK10/DVL1/ELMO1/FYN/GNA13/IL1RAP/LRFN4/LRRC4B/LRRK2/LZTS1/LZTS3/MAPRE3/NEDD8/NEDD9/NF1/NRP2/NRXN2/NUMBL/PLPPR4/PPP1R9B/PSEN1/PTK2B/PTPN1/PTPRD/PTPRS/PUM2/S1PR2/SEMA4C/SHANK3/SLC12A5/SRCIN1/STAU2/TRIM47/UBE2M/ZDHHC8",53
"GO:0008654","phospholipid biosynthetic process","84/4408","255/18860",0.329411764705882,1.40941603501655,3.63526644557525,0.000294317095789492,0.00764861094613433,0.00640651248144768,"ABCA2/ABHD3/ABHD5/ADGRF5/AGPAT1/AGPAT5/AJUBA/ATG14/ATM/BPNT2/CDIPT/CEPT1/CLN3/DGKE/DGKH/DGKQ/DPM3/EFR3A/EFR3B/ETNK1/FAR1/FLVCR1/GNPAT/HEXB/HMGCS1/IDH1/IMPA1/IMPA2/INPP1/INPP4B/INPP5E/ITPKB/LPGAT1/MTMR1/MTMR4/MTMR6/MVD/NUS1/ORMDL1/PCYT1B/PDGFA/PDGFB/PGAP3/PI4KB/PIGA/PIGB/PIGF/PIGK/PIGQ/PIGZ/PIK3C3/PIK3CA/PIK3CG/PIK3R3/PIK3R4/PIKFYVE/PIP4K2A/PIP4K2C/PIP5K1B/PIP5K1C/PIPSL/PITPNM1/PITPNM3/PLD2/PLSCR1/PMVK/PPARD/PTDSS1/PTDSS2/SELENOI/SERINC5/SGMS1/SGMS2/SLC44A1/SLC44A3/SMG1/SPHK2/SPTLC1/SYNJ1/TMEM38B/UBE3C/UVRAG/XBP1/ZRANB1",84
"GO:0001932","regulation of protein phosphorylation","120/4408","387/18860",0.310077519379845,1.32669283473318,3.58626620304774,0.000307770505679945,0.00795061984766197,0.00665947655698652,"ABI1/ACVR2A/ADCYAP1/AKT1/AKT1S1/APC/ATG14/BANK1/BMP2/BMP4/BRAT1/C9orf72/CACTIN/CACUL1/CAMK1/CAMKK2/CARD10/CCDC88A/CCNT2/CDC37/CDC6/CDKN1C/CEMIP/CENPE/CHI3L1/CLIP3/CNOT7/CORO1C/CSPG4/CTF1/DBNDD2/DDR2/DDRGK1/DIPK2A/DNAJC3/DUSP7/ECT2/ENPP2/ERBB2/EZH2/FBH1/FER/FGF7/FKBP8/GPER1/GPRC5A/HDAC3/HERC5/HES1/HGS/HLA-DRB1/HMGA2/HRG/HSPB1/IBTK/IFNG/IL15/JAK2/JTB/LCP2/LILRA5/LYN/MAP2K2/MAP3K10/MAP3K11/MAP3K7/MAPK1/MMP9/MVP/NEDD9/NOP53/PAQR3/PARP14/PDCD10/PDGFA/PDGFB/PHIP/PIBF1/PIK3CG/PIM1/PIN1/PLXNB2/PPP1R15B/PRKDC/PROM2/PTK2B/PTPN1/PTPN2/PTPRC/PTPRJ/PYCARD/RALBP1/RASGRP1/RASIP1/RASSF2/RB1/RIPK2/RTRAF/SEMA4D/SIRT2/SRC/SRCIN1/STK11/STK4/THBS4/TLR6/TNFSF15/TNK2/TRAF2/TRAF3IP1/TRAF6/TRIB1/UVRAG/VEGFA/VEGFB/WARS1/WDFY2/XBP1/XRCC5/ZGPAT",120
"GO:0050854","regulation of antigen receptor-mediated signaling pathway","31/4408","74/18860",0.418918918918919,1.79237994800608,3.77179711795346,0.000308456351967883,0.00795061984766197,0.00665947655698652,"BCL10/CCR7/CD19/CD226/CD81/CYLD/DUSP22/ELF1/FCMR/FCRL3/FOXP1/GBP1/GCSAM/GPS2/KCNN4/LAPTM5/LPXN/LYN/MALT1/NCK1/PHPT1/PLCL2/PTPN2/PTPRC/PTPRJ/RAB29/RC3H1/RELA/STAP1/TRAT1/UBR2",31
"GO:0071539","protein localization to centrosome","19/4408","38/18860",0.5,2.13929219600726,3.88248854484311,0.000311202453249708,0.00798879468403213,0.00669145197937433,"APC/AURKA/CCDC14/CEP131/CEP192/CEP250/CEP350/CEP72/CEP78/CEP83/DCTN2/DISC1/GSK3B/NUP62/PIBF1/RAB11FIP3/SNX10/SPAG5/UBXN2B",19
"GO:0046488","phosphatidylinositol metabolic process","54/4408","150/18860",0.36,1.54029038112523,3.6690372275085,0.000317080098586413,0.00810672397802915,0.00679023011036321,"AGPAT5/ATG14/ATM/BPNT2/CDIPT/DDHD1/DGKE/EFR3A/EFR3B/IMPA1/IMPA2/INPP1/INPP4B/INPP5E/IPMK/ITPKB/LPGAT1/MTMR1/MTMR4/MTMR6/MTMR9/PDGFA/PDGFB/PGAP3/PI4KB/PIGA/PIGB/PIGF/PIGK/PIGQ/PIGZ/PIK3C3/PIK3CA/PIK3CG/PIK3R3/PIK3R4/PIKFYVE/PIP4K2A/PIP4K2C/PIP5K1B/PIP5K1C/PIPSL/PITPNM1/PITPNM3/PLCB3/PLCD1/PLCH1/PLCH2/PLCL2/SMG1/SYNJ1/UBE3C/UVRAG/ZRANB1",54
"GO:0032760","positive regulation of tumor necrosis factor production","43/4408","113/18860",0.380530973451327,1.62813388368694,3.69863691693242,0.000322626118202585,0.00821525780826341,0.0068811385567402,"ADAM17/AKAP12/ARFGEF2/ARID5A/C1QTNF4/CARD9/CCR2/CD2/CLEC7A/CLU/CYBB/DDT/DHX9/FCGR1A/FCGR2A/FCGR3A/FZD5/HSPB1/IFIH1/IFNG/IFNGR1/JAK2/LBP/LILRA5/LRRK2/LY96/MAPKAPK2/NFATC4/NRDC/OAS3/PF4/PSEN1/PTPN11/PTPRC/PTPRJ/PYCARD/RIPK2/SPHK2/SYK/TGFB1/TLR1/TLR2/TLR4",43
"GO:0042552","myelination","56/4408","157/18860",0.356687898089172,1.5261192735848,3.65590201921334,0.00032559222726222,0.00825748961912015,0.00691651212002813,"ABCA2/ABCD1/ABCD2/AKT1/CLU/CMTM8/COL6A1/CTSC/CXCR4/DAG1/DICER1/EIF2AK3/EIF2B4/EPB41L3/ERBB2/GALC/GNPAT/GPC1/HEXB/HRAS/ILK/ITGAX/LGI4/MAL2/MAP2K2/MAPK1/MAPK3/MARVELD1/MBP/MTOR/NAB2/NF1/NKX6-2/NRDC/NSUN5/ORMDL1/PLEC/PRX/QKI/RARA/RARG/SELENOI/SERINC5/SIRT2/SKI/SLC25A46/SOS1/TENM4/TGFB1/TMEM163/TPPP/TSPAN2/TYMP/UGT8/ZNF24/ZPR1",56
