"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"ODAD4",38.4654168360963,-2.60828363258304,0.831733967262734,-3.1359590148362,0.00171293140197223,0.0104670975249538,"ODAD4"
"ODC1",692.519861644654,2.16965719434434,0.398142002860152,5.44945566847523,5.05242146540947e-08,1.80215083361001e-06,"ODC1"
"ODF2",363.790198885533,-1.61602305724977,0.408307376320738,-3.95785908109662,7.56245493696559e-05,0.00086510492821662,"ODF2"
"ODR4",521.116852293271,1.55811716853853,0.451405170809562,3.45170429869946,0.000557057856655763,0.00431849790196705,"ODR4"
"OFD1",916.371577883298,1.30558246306822,0.479961675855673,2.72018064930004,0.00652462607382377,0.0296613131066968,"OFD1"
"OGFOD3",316.481058820354,-1.04244474725944,0.280269347697316,-3.71943901758838,0.000199665745731732,0.00190302834806166,"OGFOD3"
"OGFR",1468.86740594149,-4.11391809231824,0.542421111366012,-7.58436205028582,3.34126951408622e-14,5.79318024707524e-12,"OGFR"
"OGT",5921.72160773739,1.85965860567534,0.610159429926594,3.04782408410711,0.00230504822969786,0.0132341826599435,"OGT"
"OLFM1",169.079618061747,-2.27001241145691,0.422157392059424,-5.37717082338186,7.5665377767312e-08,2.50613283605055e-06,"OLFM1"
"OLFM2",47.2881317261912,-2.29528214933996,0.870867007575456,-2.63562878071379,0.00839815513317485,0.036135264393693,"OLFM2"
"OLFML2B",853.821544384658,1.1109711941766,0.38329807299401,2.89845233371148,0.00375009307082284,0.0193262098059283,"OLFML2B"
"ONECUT3",126.544612894191,-1.31164828581321,0.485372894221751,-2.70235174116246,0.00688508825378614,0.0309821202194181,"ONECUT3"
"OPRL1",39.9948815654882,-2.07735411916106,0.452326638732505,-4.59259734288955,4.37763203872256e-06,8.22541941504085e-05,"OPRL1"
"OR10A4",6.46713797924806,4.61289300343114,1.72703160697714,2.67099512527462,0.0075626745089564,0.0333316019085061,"OR10A4"
"OR10H1",3001.04519244938,-2.62824592955037,0.67125086417289,-3.91544513359975,9.02375647258002e-05,0.0010010687617558,"OR10H1"
"OR10H5",477.757870824869,-2.30618159676759,0.549485993988553,-4.19697976290117,2.70498093529018e-05,0.000371080007793679,"OR10H5"
"OR10K1",1139.82604130468,-0.975791705992814,0.317956734110518,-3.06894492649317,0.00214816188223926,0.0125322362022403,"OR10K1"
"OR1M1",150.891213055182,-1.25238969773059,0.327116464135564,-3.828574330675,0.000128887705984808,0.00133155024333217,"OR1M1"
"OR2L2",1054.44213083098,-1.03858424788598,0.398190992229777,-2.60825651045029,0.00910047303670155,0.0385171581147935,"OR2L2"
"OR2T10",10.5577037200676,6.29720026121446,1.83797064331504,3.42617020795097,0.000612156645995658,0.00465692154311615,"OR2T10"
"OR2V2",156.162870623021,-1.74125890036101,0.55713604643611,-3.12537469348734,0.00177578708291718,0.0107817961773099,"OR2V2"
"OR4A49P",26.335323361224,-5.88451118537584,1.77674691175857,-3.31195802082557,0.000926454467737468,0.00644542066720774,"OR4A49P"
"OR51I2",50.7160682123995,-2.70445143590421,0.873093244362685,-3.09755166858303,0.0019512637810752,0.0116381239996585,"OR51I2"
"OR6A2",21.7021721628024,4.59520392745901,1.0903798256068,4.21431488325803,2.50537544601455e-05,0.000348602100614684,"OR6A2"
"OR6C75",296.566199217924,-1.28534716261469,0.479143941684293,-2.68259086840672,0.00730543022562327,0.0324344184521715,"OR6C75"
"OR6D1P",384.318752808152,-1.23171444999063,0.288568433665149,-4.26836169967188,1.96913852735662e-05,0.000287007698077219,"OR6D1P"
"OR6L2P",50.3909039614503,-2.77582836585879,1.07221036118986,-2.58888410925108,0.00962874935832315,0.040190000723384,"OR6L2P"
"OR7A19P",19.9153805346606,3.93630688109617,0.913483721417663,4.30911551985546,1.63908741148164e-05,0.000245727548101747,"OR7A19P"
"OR7E100P",4.60792152036085,5.13036534179452,1.83972894421991,2.78865283818748,0.00529277669645392,0.0250611908217988,"OR7E100P"
"OR7E104P",862.917471701418,-4.13299461276842,0.685320106250468,-6.03075055740144,1.63199926150005e-09,9.14057114467685e-08,"OR7E104P"
"OR7E13P",34.6296497030707,3.23052165881735,1.11957062007654,2.88550056681239,0.00390791758046757,0.0199743575075475,"OR7E13P"
"OR7G2",273.178677194637,-2.93112587746252,0.807815919434088,-3.62845768070021,0.00028511947511489,0.00253907870224019,"OR7G2"
"OR8B8",47.4341072357691,-2.02920754239468,0.59627192389087,-3.403157957117,0.00066611758551387,0.00498563008166706,"OR8B8"
"OR8H2",27.2291207183903,-3.19933637991261,1.0476540769435,-3.05380988851453,0.00225955220647126,0.0130249238059643,"OR8H2"
"OR9Q2",14.804675284259,-2.35076862125164,0.927894158786106,-2.53344478892611,0.0112947531674485,0.0452402738862508,"OR9Q2"
"ORAI3",340.944381009315,-1.0981460954657,0.286045698493922,-3.83905823876264,0.000123507134866558,0.00128932395921691,"ORAI3"
"ORC3",431.399982777027,1.54603557545595,0.61637792181183,2.50825917143723,0.0121327641323366,0.0477430354733932,"ORC3"
"ORMDL1",672.270115888283,1.93606759826604,0.530810255115722,3.64738167661053,0.00026492624468372,0.00238804900214678,"ORMDL1"
"OS9",4167.31059206709,-0.878277658623221,0.3255401427607,-2.69790893121537,0.00697765261792589,0.0312997560289819,"OS9"
"OSBPL11",764.06152977006,1.18568236780041,0.297945189771555,3.97953183506508,6.9051113476211e-05,0.000807039948184157,"OSBPL11"
"OSBPL3",1318.51405990867,1.93902017074369,0.56537455956149,3.42962048424607,0.00060442601630265,0.00461572207547244,"OSBPL3"
"OSBPL8",2793.19318171522,1.1012214178259,0.271488526601163,4.05623556771397,4.98699636380058e-05,0.000620310171539737,"OSBPL8"
"OSBPL9",1628.12589786062,0.929121267450089,0.278639665644316,3.33449031853245,0.000854558752130869,0.00603152167272434,"OSBPL9"
"OSMR",2174.41141763805,1.31348841748406,0.488137070781445,2.69081882140468,0.00712768925583155,0.0318224353049766,"OSMR"
"OSTC",647.080239196554,1.18219336442157,0.392750347274963,3.01003773166348,0.00261215237442514,0.0146056383044484,"OSTC"
"OSTF1",804.756899612082,1.34227228616803,0.395378009872873,3.39490880284315,0.000686514641427987,0.0050961370177905,"OSTF1"
"OTUD7B",882.080630877657,-1.52318448149979,0.338702218640203,-4.49711988192743,6.8880154690041e-06,0.000121201460952292,"OTUD7B"
"OXNAD1",460.045118361474,2.09981261615413,0.76079018699997,2.76004166724907,0.00577939898000367,0.0268927505862994,"OXNAD1"
"OXR1",1329.86126220739,1.03725457156703,0.268308259582644,3.865906227339,0.000110677460195801,0.00118390444143995,"OXR1"
"OXT",14.9563315335471,-7.91483923854928,1.72236706804406,-4.59532662078675,4.32071930157081e-06,8.13511068498775e-05,"OXT"
"OXTR",82.0018258575612,2.13491868911567,0.730814905748589,2.92128509191918,0.00348590679896765,0.0182358823563673,"OXTR"
"P2RX1",83.7700672176025,3.04899192121073,1.17768655141847,2.58896725749169,0.00962642471737041,0.040190000723384,"P2RX1"
"P2RX2",16.4782303055993,-6.20055496117262,1.87578560047626,-3.3055776521572,0.000947808367525838,0.00657105390823981,"P2RX2"
"P2RX5",23.8204536458585,3.25142702045263,1.28413449320625,2.53199881916917,0.0113414373189239,0.0453899665810497,"P2RX5"
"P2RY10",482.712981618784,2.25212917140699,0.744187256516246,3.02629365349503,0.00247571736209903,0.0139918731527473,"P2RY10"
"P2RY8",250.267041402677,1.581854941948,0.576160421303016,2.74551129071059,0.00604166884978473,0.0278660271098445,"P2RY8"
"P3H3",331.583583946659,-4.79847626978939,0.603170598171986,-7.95542137553125,1.7852286286377e-15,4.04496291209172e-13,"P3H3"
"P3H4",170.532275524563,-2.84686120408469,0.357359900447057,-7.96637003906501,1.63403161134153e-15,3.79489436541307e-13,"P3H4"
"PA2G4",605.946114683024,-2.43210544751106,0.541991118150881,-4.48735295849259,7.21135499299446e-06,0.000126350797192721,"PA2G4"
"PA2G4P6",58.947694013802,3.20112457164012,0.75902018785809,4.21744325493305,2.47087972019061e-05,0.000345271419636933,"PA2G4P6"
"PABIR3",543.648240871774,-0.986771780505265,0.295194250448053,-3.34278794050873,0.000829412562473822,0.00590419745918084,"PABIR3"
"PABPN1",1752.3046970534,-2.85052468074987,0.456399641565896,-6.24567686111626,4.21968753396418e-10,2.75856884392498e-08,"PABPN1"
"PACS2",1380.06338683969,-1.61507917668016,0.338231257909339,-4.77507367788305,1.79641472150014e-06,3.78633331204982e-05,"PACS2"
"PACSIN3",110.39925070672,-2.85700858010671,0.922872900416449,-3.09577687113521,0.00196298014576581,0.0116870293002164,"PACSIN3"
"PAF1",374.734470714042,-1.51032455181056,0.511367722378025,-2.95349996825584,0.00314192640856735,0.0168723055912805,"PAF1"
"PAG1",1284.66060347179,2.55901514726607,0.584904795347143,4.37509688349757,1.21378556483532e-05,0.000192995776533105,"PAG1"
"PAGR1",361.967643532161,-2.88252326274442,0.56502156526915,-5.10161636285744,3.36764862952155e-07,9.02520779892878e-06,"PAGR1"
"PAK4",365.257294599983,-1.6868807091436,0.46194460738751,-3.65169477501559,0.00026051540366896,0.0023576621514544,"PAK4"
"PALD1",439.024561908908,-2.40234328745146,0.645634409545782,-3.72090342759389,0.000198511345942787,0.0018947428084027,"PALD1"
"PALM",1278.83173901601,-4.01181236947502,0.847220867080158,-4.73526151840574,2.18772816866209e-06,4.51696905945655e-05,"PALM"
"PALM2AKAP2",3035.05122487303,0.728291407850505,0.250982642373839,2.90176006182018,0.00371072634618057,0.0191828293016579,"PALM2AKAP2"
"PALM3",88.3215939016959,-7.02222695164894,1.35298793303051,-5.19016229207609,2.10110868280777e-07,6.05404711365665e-06,"PALM3"
"PAN3",1407.64517009108,1.23688537116139,0.302892336827573,4.08358093214327,4.43469744354075e-05,0.000561062387860145,"PAN3"
"PANK3",1958.48805984287,1.01058454209287,0.352526089005549,2.86669433443539,0.00414783412601559,0.0209164553967185,"PANK3"
"PAPOLA",3056.74545469467,1.08901512354884,0.29270082455755,3.72057415688871,0.000198770363443269,0.00189630730942361,"PAPOLA"
"PAPSS1",862.72934167702,1.11252081783984,0.328843103866813,3.38313561926003,0.000716632342555727,0.00526102072099361,"PAPSS1"
"PAPSS2",915.079071320286,1.14626704863702,0.459671168144965,2.49366749118257,0.0126430919363265,0.0493714473400732,"PAPSS2"
"PAQR3",557.455330105958,1.48452397825683,0.406748254903378,3.64973656398225,0.000262509387902545,0.00237232311373702,"PAQR3"
"PARD6B",273.326001305795,-1.62547545165091,0.463260092771388,-3.50877504238869,0.000450175497619589,0.00363992264681143,"PARD6B"
"PARN",801.979843599757,0.916230682339056,0.334140212422234,2.74205452764023,0.00610562050897072,0.0280895171500616,"PARN"
"PARP10",741.584682512847,-4.3626983474534,0.438015629225178,-9.96014310076273,2.27734681663389e-23,3.49292447514332e-20,"PARP10"
"PARP14",5167.79697913876,1.74407113540633,0.435553559870653,4.00426330099166,6.22110447883335e-05,0.00074055284897587,"PARP14"
"PARP3",179.735002055017,-2.17876678870248,0.400464261224444,-5.44060232001918,5.31007307501057e-08,1.86977282494393e-06,"PARP3"
"PARP4",2031.51077179861,0.895641528934943,0.311615340825912,2.87418946243505,0.00405065890657928,0.0205304014893039,"PARP4"
"PARP8",1757.5945993399,2.11975893523566,0.578962678141067,3.66130497744998,0.00025093383672469,0.00229196966122474,"PARP8"
"PARPBP",65.1088459899763,1.7410903259675,0.584377714160747,2.97939206745411,0.00288820961289827,0.0157818611870591,"PARPBP"
"PAX5",330.753621614337,3.14410189803613,1.00309596870787,3.13439790021904,0.00172207169922339,0.0105004243458151,"PAX5"
"PAXBP1",1013.63544344024,1.12333871383963,0.424938728605887,2.64353102746132,0.00820462455336542,0.0355712130831818,"PAXBP1"
"PBRM1",2159.25073772246,0.900038937353048,0.300263750050335,2.99749449343176,0.00272208776364176,0.0150765855331259,"PBRM1"
"PBX2",514.489656744036,-1.63850239130657,0.53490104344883,-3.06318787628859,0.00218992523242104,0.0127006745809317,"PBX2"
"PCBP4",241.506455071723,-2.44433513906397,0.531794860748962,-4.59638729043272,4.29879337012839e-06,8.1014783560482e-05,"PCBP4"
"PCDH11Y",64.2149646904794,-2.10907881683,0.764105441792133,-2.76019342550862,0.00577671480592247,0.0268865351342876,"PCDH11Y"
"PCDHA7",17.0852274096618,-6.24988551983087,1.75000561020923,-3.57135170502889,0.000355143612729372,0.00301713186800637,"PCDHA7"
"PCDHB2",77.0283779560452,-2.32980645743606,0.754303122880529,-3.08868727540065,0.00201042938915314,0.0119090765271314,"PCDHB2"
"PCDHGA10",422.182581250658,-2.37432451510008,0.635646484217829,-3.73529087952357,0.00018749833471037,0.00180518073191215,"PCDHGA10"
"PCDHGA4",33.9914563293172,-3.95590100591518,1.10060893081782,-3.59428394150473,0.000325284946656128,0.00281772779959976,"PCDHGA4"
"PCDHGA6",194.341590882624,-1.49641090949696,0.399725671616075,-3.74359470945918,0.000181406179771068,0.00176012545910235,"PCDHGA6"
"PCDHGB4",108.421875541978,-2.49889736787095,0.773527893384052,-3.23052004878415,0.00123565238045745,0.00811784936208933,"PCDHGB4"
"PCF11",2079.5037401373,0.981347825755736,0.388804618225989,2.52401278110677,0.0116023710219389,0.046185644777765,"PCF11"
"PCGF1",101.387741872507,-1.62900878105424,0.639550304107236,-2.54711595099344,0.0108617336214631,0.0439829623635973,"PCGF1"
"PCGF2",253.18938676994,-4.00975422042172,0.930599472006472,-4.30878626201695,1.64152910330664e-05,0.000245739883050624,"PCGF2"
"PCGF5",1768.24410652089,0.93682294242233,0.285976872661305,3.27586959639163,0.00105337185914949,0.00715840211308322,"PCGF5"
"PCLAF",232.13688703894,-1.50874442449681,0.487174719407136,-3.09692675829498,0.00195538179716114,0.0116516808425796,"PCLAF"
"PCMTD1",2394.15708332933,1.01616908076471,0.214225346394005,4.74345868903749,2.10099804726447e-06,4.36372917337566e-05,"PCMTD1"
"PCNT",1972.61924877735,-1.50610520990261,0.300735329744797,-5.00807541029745,5.49769959348287e-07,1.37023290243069e-05,"PCNT"
"PCNX1",3691.40339467572,1.89218193072977,0.398040274688007,4.75374491240341,1.99682951015247e-06,4.16037446216616e-05,"PCNX1"
"PCNX3",612.698889424377,-2.04966438345086,0.290791933024893,-7.04855998627513,1.80778815989403e-12,2.00252711778484e-10,"PCNX3"
"PCNX4",1675.44210406477,1.07639369711348,0.327593063593226,3.28576461695186,0.00101705961562235,0.00694253737620475,"PCNX4"
"PCOLCE",2583.13616565746,-2.26684831353247,0.48162776911915,-4.70663956457144,2.5183359509811e-06,5.10814857849564e-05,"PCOLCE"
"PCSK1",201.92740165768,2.1012880619554,0.667434717458003,3.1483050057066,0.0016422024582531,0.0101123764098544,"PCSK1"
"PCSK5",159673.640704742,-7.09668306050426,0.965144391824968,-7.35297549321642,1.93842488263247e-13,2.78059379387113e-11,"PCSK5"
"PCSK6",2655.35953092714,-2.05648463170097,0.682160214069062,-3.01466516118569,0.00257263098431828,0.0144350619478673,"PCSK6"
"PCYT1B",104.315633582696,-2.4797139807255,0.621491179475073,-3.98994235577072,6.60893550558434e-05,0.000778815396252046,"PCYT1B"
"PDAP1",763.068450359496,-1.89974331854435,0.35777353781886,-5.30990450027688,1.09682692494686e-07,3.4494687786302e-06,"PDAP1"
"PDCD10",589.498528947241,1.51160367124167,0.430605558544884,3.510413744657,0.000447409936867996,0.00362343896474857,"PDCD10"
"PDCD1LG2",401.903765004563,2.64014714146445,0.46662064663681,5.65801612186137,1.5313275401572e-08,6.51026435462565e-07,"PDCD1LG2"
"PDCD2",595.185577346901,0.934706765372746,0.269349816324386,3.47023353543724,0.000520006021018057,0.00409497269801452,"PDCD2"
"PDCD6IP",2696.8768548795,1.1132195658136,0.35397911810295,3.14487355011104,0.00166158631890117,0.0102128143072042,"PDCD6IP"
"PDE11A",190.723114378573,-2.02698175116766,0.56631041987638,-3.57927680654389,0.000344546369688802,0.00295226044917277,"PDE11A"
"PDE3B",634.844931989118,1.65039479800404,0.493542877157306,3.34397450432257,0.000825873269072988,0.00588461461516661,"PDE3B"
"PDE4A",280.841970578419,-3.3870330076231,0.394622284852357,-8.58297449899544,9.2450857162155e-18,3.92208008714087e-15,"PDE4A"
"PDE4B",847.533719905616,1.98219732105057,0.511327287679655,3.87657253741641,0.000105938237033471,0.00114178513957318,"PDE4B"
"PDE4D",1026.9516624913,1.25252092120787,0.2906317026068,4.30965001399873,1.63513110889221e-05,0.000245389710198039,"PDE4D"
"PDE7A",996.514896373936,2.01349951879516,0.404766676098812,4.97446958381432,6.54265356592205e-07,1.5851029094887e-05,"PDE7A"
"PDE8A",963.916277540121,1.16199660767906,0.268400274321766,4.32934210151373,1.49555455717354e-05,0.000229207243009095,"PDE8A"
"PDGFA",636.939851862268,-1.57383816500397,0.482172961032902,-3.26405313485959,0.00109830565727738,0.00738836589084134,"PDGFA"
"PDGFB",303.329963971111,-3.72985888109397,0.637331631959375,-5.85230466221661,4.84807492747774e-09,2.37508024518375e-07,"PDGFB"
"PDIA6",2401.70360757851,0.950971927015753,0.381872050299572,2.4902894209454,0.0127639108328556,0.0497750084287712,"PDIA6"
"PDK1",1874.65677656832,3.22192578321355,0.592512592659327,5.4377338526306,5.39624998977868e-08,1.89429275609502e-06,"PDK1"
"PDLIM7",519.515353313725,-1.54298055984073,0.527641473572749,-2.9242973441662,0.0034523479501213,0.0180957849046973,"PDLIM7"
"PDPN",1019.03133515742,1.5345546286858,0.455435386552184,3.36942335619319,0.000753256364179676,0.00547346160545866,"PDPN"
"PDS5A",2458.18944719178,0.987863948408379,0.312304912846861,3.16313931600807,0.00156077621264545,0.00978318670353274,"PDS5A"
"PDS5B",1650.21465874352,0.871512996299115,0.260680284684817,3.34322558130103,0.000828105528939439,0.00589699862197267,"PDS5B"
"PDSS1P1",51.8907623367511,3.69173789510778,1.36532610418347,2.7039239078459,0.0068525979321929,0.030858389713987,"PDSS1P1"
"PDSS2",224.87115841749,1.41366849662328,0.555818203658727,2.54340085898171,0.0109779205501405,0.0443274114721042,"PDSS2"
"PDZD4",108.362577946034,-3.54727761726327,1.01388633448353,-3.49869358784705,0.000467543544896875,0.00376091953019401,"PDZD4"
"PEAK3",33.6971924225996,-2.47453938101194,0.6544651174869,-3.78101034706632,0.000156193181583755,0.00155872665044969,"PEAK3"
"PEBP1P3",37.7625984027567,4.63792164629371,1.19673223331061,3.87548819794341,0.000106411137628419,0.00114606086262982,"PEBP1P3"
"PECAM1",5751.5435819629,1.43219849881526,0.31607681562995,4.53117225937892,5.86572833786475e-06,0.000105366448043861,"PECAM1"
"PEDS1-UBE2V1",58.5947384314657,8.74263364710664,3.01251098437714,2.90210847112123,0.00370660172004234,0.019166476062221,"PEDS1-UBE2V1"
"PEG3",318.88820716394,-1.50561911260948,0.555707846080594,-2.7093717017469,0.00674107711025507,0.0304484020805657,"PEG3"
"PELI1",917.508531147191,1.31290815329156,0.283392349787606,4.63282849475486,3.60703346844507e-06,7.00980899876475e-05,"PELI1"
"PELI3",135.159033269134,-2.78436825244661,0.75039211224194,-3.71055106659874,0.000206808571882427,0.00196079701129991,"PELI3"
"PELP1",731.454231957374,-2.69719465662198,0.344738699813213,-7.82388127031684,5.12191172263081e-15,1.02125797837536e-12,"PELP1"
"PER3",2506.27500955984,-2.00055024964403,0.606056632500522,-3.30092955404182,0.00096365075016051,0.00664813448945452,"PER3"
"PERM1",12.2567480998483,-3.53523162540253,1.40905070693335,-2.50894563836995,0.012109211824936,0.0476694125522999,"PERM1"
"PES1",460.049588086034,-1.03633466347303,0.327993023068629,-3.15962410961463,0.00157972802624788,0.00988229167710948,"PES1"
"PEX11A",85.291821419171,-1.52005763484628,0.483838121603058,-3.1416657079645,0.00167989717724445,0.0102999599683509,"PEX11A"
"PEX14",157.896449492789,-1.09013800470802,0.385969227686421,-2.82441688743565,0.00473667311698138,0.0230746458049088,"PEX14"
"PEX2",698.094447520582,0.989300287123049,0.332529962486485,2.97507111757864,0.00292920630253671,0.0159695488060969,"PEX2"
"PEX3",217.013669722426,1.41008401649428,0.508445946973964,2.77332138231498,0.0055487291961473,0.0260075485289095,"PEX3"
"PEX5",669.391197448482,-1.74989168781047,0.400460713914092,-4.36969626984649,1.24419469217376e-05,0.000196732735664176,"PEX5"
"PEX6",295.646585959099,-2.82388603288125,0.574808995118792,-4.91273806927405,8.98132267187764e-07,2.07507059970531e-05,"PEX6"
"PF4",54.6606288892208,8.68897393781819,1.65241911168265,5.25833541647327,1.45365202006617e-07,4.38492702391821e-06,"PF4"
"PFDN2",103.927395925812,-1.86547681677066,0.734912059274845,-2.53836740495369,0.011137099658191,0.0447706915493285,"PFDN2"
"PFKFB2",582.192383805866,1.18832379065028,0.421599892789823,2.81860553328623,0.00482327526180139,0.023399339524345,"PFKFB2"
"PFKL",1327.75182165321,-1.02446981341081,0.328622306650069,-3.1174688774299,0.00182411205333008,0.0110148304758778,"PFKL"
"PFKP",2013.14244426126,-1.3096384943977,0.334834183507713,-3.91130463645607,9.17988955026942e-05,0.00101574815617548,"PFKP"
"PGA3",47.7339814431089,-2.11163765428386,0.746880079156052,-2.82727805067439,0.00469455459403899,0.0229384803775144,"PGA3"
"PGA4",58.8073231331529,-3.00108642453822,0.872544049358569,-3.43946695498572,0.000582860936120683,0.00448193760328203,"PGA4"
"PGA5",19.7009553859833,-3.30416837440597,1.25025139024435,-2.6428031995711,0.00822228110991365,0.0356322675615232,"PGA5"
"PGAP3",211.054244217388,-1.1538831188513,0.454443122017338,-2.53911449628513,0.0111133446493029,0.0446932188306676,"PGAP3"
"PGBD2",328.912676390158,1.07593799879652,0.300996126904014,3.57459084229224,0.000350776010251485,0.00299277829200016,"PGBD2"
"PGGT1B",921.103317417933,0.949705574935207,0.340847943441236,2.78630278753301,0.00533130472877714,0.0251897831722956,"PGGT1B"
"PGK1",2861.23803891551,0.869193577340478,0.263267070746895,3.30156587709415,0.000961467538671472,0.00663575675097629,"PGK1"
"PGLS",219.07335930972,-2.22249299327872,0.442821536974232,-5.01893608984073,5.19584306102125e-07,1.30314358231073e-05,"PGLS"
"PGLYRP3",674.99574774442,-4.85919541335143,0.789128015676168,-6.15767697613398,7.38197303933732e-10,4.44680242995006e-08,"PGLYRP3"
"PGM2",474.559489903632,1.43957292956196,0.408653666895016,3.52272118466464,0.000427140457954605,0.00349656170323034,"PGM2"
"PGM3",1141.50781499728,1.06102760922804,0.321262762676715,3.30267846913757,0.000957661261917686,0.00662517695244561,"PGM3"
"PGPEP1",1269.96329232947,-1.48034714354781,0.591539894448542,-2.50253137183224,0.0123308696587156,0.0483359534909841,"PGPEP1"
"PHETA1",220.608675366942,-1.89101880305564,0.38113573594053,-4.96153633662601,6.99377832471897e-07,1.68010778333219e-05,"PHETA1"
"PHF1",509.944594244882,-2.044295152025,0.410256492222878,-4.9829684374974,6.26161674712948e-07,1.52628821908331e-05,"PHF1"
"PHF11",557.456695106692,0.882632982762512,0.312321862025914,2.82603650297551,0.00471278931351935,0.0230032573126713,"PHF11"
"PHF20L1",1591.04953281378,1.49269550655702,0.344257736531399,4.3359824577853,1.45110517037843e-05,0.000223425374456954,"PHF20L1"
"PHF21A",1913.15687336231,0.959684941465254,0.229995784835038,4.17261969454605,3.01117319742922e-05,0.000405126736731047,"PHF21A"
"PHF23",183.071669474197,-4.76749196705184,0.651463425063241,-7.3181268259059,2.51456161859566e-13,3.45778235263303e-11,"PHF23"
"PHF3",4104.79998196603,0.906694573221405,0.240428349280592,3.77116332551635,0.000162488275738353,0.00160388798512229,"PHF3"
"PHIP",2768.72295028486,1.49783977108838,0.46028270344193,3.25417348922247,0.00113722805693583,0.00759892433888856,"PHIP"
"PHKB",1819.90011476267,1.24058815861406,0.382588737321558,3.24261547085577,0.00118437943197434,0.00784237027864995,"PHKB"
"PHKG1",141.085573658375,-1.97634183466319,0.587550280704629,-3.36369822220668,0.000769055862986452,0.00556797561804171,"PHKG1"
"PHLDA3",472.39031014579,-2.58362504930021,0.419896853708563,-6.15299930561857,7.6031138445543e-10,4.56621948634242e-08,"PHLDA3"
"PHLDB1",4960.12718777391,-2.48693026654894,0.514548685999623,-4.83322634809091,1.34337897513638e-06,2.95647167607552e-05,"PHLDB1"
"PHPT1",266.098059841197,-1.82679591495379,0.682458502064934,-2.67678680744164,0.00743319160579118,0.0328699062825173,"PHPT1"
"PHRF1",1291.70566054028,-2.48062343771929,0.400270426052531,-6.19736876936729,5.74148733171061e-10,3.57748487209306e-08,"PHRF1"
"PHTF1",445.483514722852,1.44626583535981,0.333542065684637,4.33608226414009,1.45044679341595e-05,0.000223425374456954,"PHTF1"
"PHTF2",1092.88714561815,2.24254939783295,0.465373558756226,4.81881567106318,1.44412896204886e-06,3.1517436940271e-05,"PHTF2"
"PHYHD1",96.1811588994386,-1.32097149705083,0.478959053277233,-2.75800506956117,0.00581552960020542,0.0270104460047742,"PHYHD1"
"PI4KB",602.749522926703,-1.00857874808936,0.390553436735325,-2.58243470220151,0.00981059254340666,0.0407322796910303,"PI4KB"
"PIAS1",1562.91407645744,1.13491266040711,0.332383976403459,3.41446261245012,0.000639079638801944,0.00482325978271797,"PIAS1"
"PIAS4",180.561383241181,-2.62852557287879,0.404113517457975,-6.50442378026155,7.79917474934469e-11,6.24529097699533e-09,"PIAS4"
"PIBF1",513.530871362198,1.63634373235403,0.642871533531446,2.54536660437461,0.0109163063707566,0.0441501486260682,"PIBF1"
"PICALM",4950.15178201773,1.31374383466688,0.214740170261212,6.11782990145172,9.48582393883749e-10,5.59579418687813e-08,"PICALM"
"PICK1",227.29038964802,-1.42314216863176,0.499351992046644,-2.84997795402571,0.00437222595302209,0.0217726806386882,"PICK1"
"PIDD1",162.366864543866,-4.12266302987975,0.649231561844488,-6.35006563477464,2.15223080922135e-10,1.54364496780808e-08,"PIDD1"
"PIEZO1",2617.96229631574,-1.33991230260904,0.410796279318113,-3.26174400808397,0.00110729088585201,0.00743626573694956,"PIEZO1"
"PIGA",248.204182347597,1.42562974359876,0.436314396571953,3.26743686387543,0.00108526069929954,0.00731294798355304,"PIGA"
"PIGB",292.852752028022,1.76497822668245,0.418496363638809,4.21742786803696,2.47104827635239e-05,0.000345271419636933,"PIGB"
"PIGF",282.078711324413,1.36193211697175,0.427235246829266,3.18778033198186,0.00143369408675389,0.00913485973767985,"PIGF"
"PIGK",641.028660760992,1.27273105022449,0.424847308647494,2.9957375845836,0.00273781929458436,0.0151384855559394,"PIGK"
"PIGQ",344.918584236423,-1.84665092576485,0.363824234700366,-5.0756677253391,3.86137565064711e-07,1.01305222497701e-05,"PIGQ"
"PIGZ",59.9318240055652,-1.94378426242769,0.730110950848844,-2.66231352942699,0.00776055550735818,0.0340157652805484,"PIGZ"
"PIH1D1",252.176637498892,-1.62667303139289,0.587527897891539,-2.76867368720792,0.00562849761633925,0.0263010578795848,"PIH1D1"
"PIK3AP1",1545.86734419537,1.37764537436412,0.47470365593368,2.90211663033113,0.00370650517760892,0.019166476062221,"PIK3AP1"
"PIK3C3",1802.77782440764,0.936851939595326,0.289624996479867,3.23470677939378,0.00121767712292286,0.00801825104159806,"PIK3C3"
"PIK3CA",1548.57640790663,0.651772733301271,0.22071686560715,2.95298110322638,0.00314721228105643,0.0168807601484528,"PIK3CA"
"PIK3CG",1181.81007332225,1.7496531018252,0.411007446802726,4.25698637685509,2.07200976140369e-05,0.000299375381395856,"PIK3CG"
"PIK3R2",171.800389120866,-3.85280323221251,0.794565652478275,-4.84894258919385,1.24121334477592e-06,2.75289798459255e-05,"PIK3R2"
"PIK3R3",423.235288648811,0.99130563682563,0.355612845236542,2.78759794564296,0.0053100399737907,0.0251128792154341,"PIK3R3"
"PIK3R4",711.657474293496,1.52988707429298,0.525898517500168,2.90909181787623,0.00362480384801236,0.018826507925376,"PIK3R4"
