"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"DNASE1L1",239.093889545566,-4.31063418462289,0.482777051556723,-8.92882992412995,4.30538184244095e-19,2.32337532944819e-16,"DNASE1L1"
"DNASE1L3",79.9094885260157,-1.14548710264037,0.430521720841352,-2.66069526155798,0.00779794980140207,0.0341571443519675,"DNASE1L3"
"DNASE2",221.760319976459,-1.25493322698529,0.400430498791616,-3.13396015231685,0.00172464274520371,0.010509673501411,"DNASE2"
"DNM3",327.982575514099,1.77304322766667,0.601426187908548,2.94806455607197,0.00319770280577627,0.017068509850933,"DNM3"
"DNMT1",827.406193386488,-0.550384301673964,0.219448598380391,-2.5080328866805,0.0121405367313266,0.0477550131950918,"DNMT1"
"DNMT3B",47.1136854780721,2.23498660821185,0.718123933338618,3.1122575149685,0.00185662468689375,0.0111742452001021,"DNMT3B"
"DNPEP",400.308209042534,-1.45807053101131,0.543886003242812,-2.68083848879702,0.00734379510920356,0.03256124765008,"DNPEP"
"DNPH1",77.8352873459339,-3.13872227131167,0.846396063914239,-3.70833750903372,0.000208624467952479,0.00196772150733419,"DNPH1"
"DOCK10",2453.9555982296,2.05045515981968,0.561495409325956,3.65177546559309,0.000260433544440647,0.0023576621514544,"DOCK10"
"DOCK11",3864.75388286299,1.48513775083034,0.295288500546199,5.02944661943577,4.9189741712853e-07,1.24466276651342e-05,"DOCK11"
"DOCK2",3403.60503536327,1.75410202699997,0.457459180900526,3.83444490838931,0.00012584817374219,0.00130572774063519,"DOCK2"
"DOCK5",1488.40756748295,2.15395090919818,0.525388230873074,4.09973193655064,4.13628957076723e-05,0.000529015251773751,"DOCK5"
"DOCK8",4358.58229083741,2.084580206966,0.471989922143051,4.41657778941773,1.00275824263156e-05,0.000165644709298475,"DOCK8"
"DOCK9",2170.700680068,1.30794777264033,0.514622365691035,2.54156806979039,0.0110356455307937,0.0445064191420906,"DOCK9"
"DOHH",171.338029097568,-4.56647499304884,0.83896822369704,-5.44296537588275,5.24008352372234e-08,1.8558086213055e-06,"DOHH"
"DOK4",237.837951794114,-1.72840608988372,0.402037918357331,-4.29911212590528,1.71483705309598e-05,0.000254974914255636,"DOK4"
"DOK6",171.234422281013,1.35436306462235,0.400553856903352,3.38122587332654,0.000721631965140322,0.00528798961886545,"DOK6"
"DOP1A",1228.38329386146,1.54320511352172,0.497752357357908,3.10034717206186,0.00193293935003782,0.0115564850675875,"DOP1A"
"DOT1L",503.407949542847,-2.32718549784885,0.42715048126247,-5.44816311799698,5.08926745816309e-08,1.81205185443418e-06,"DOT1L"
"DPH6",347.527943797631,1.95424794700659,0.693527313948647,2.81783847254688,0.00483481258387037,0.0234325056173533,"DPH6"
"DPM3",65.8016746579223,-3.45173256308195,1.03363640561544,-3.33940691749023,0.000839574824765267,0.00595104245680578,"DPM3"
"DPP7",535.219781426514,-2.26917719121364,0.3133533246277,-7.24159283744536,4.43445452477238e-13,5.74146680321016e-11,"DPP7"
"DPP8",981.853429862378,0.90757148927308,0.295521740234021,3.07108197371327,0.00213284586268767,0.0124712063507711,"DPP8"
"DPP9",534.321183097074,-1.42816145205124,0.518305306999514,-2.75544439303335,0.00586124666327711,0.027159953924196,"DPP9"
"DPPA4",1612.27300117423,-4.82148997673994,0.679076785120546,-7.10006597543172,1.24697346614878e-12,1.45400023049944e-10,"DPPA4"
"DPY19L1",1078.74380968515,1.18112597404332,0.374937808990445,3.1501917003879,0.00163163362821642,0.010071793448242,"DPY19L1"
"DPY19L3",787.921516246013,0.752814563077064,0.26951825063662,2.79318584659431,0.00521916969293169,0.0247891911642127,"DPY19L3"
"DR1",1662.91760411108,0.799075903526396,0.282619617668652,2.82739008041277,0.00469291234930002,0.0229384803775144,"DR1"
"DRAM1",979.616330754284,1.60172787881898,0.373480541835904,4.28865148086544,1.79761182002616e-05,0.000264916866094504,"DRAM1"
"DRAM2",751.803266591516,1.49657052241674,0.48937772223992,3.05810921585645,0.00222738380870532,0.0128841908215188,"DRAM2"
"DRAP1",264.463387148912,-3.94333361485774,0.666373338763257,-5.91760411990117,3.26665067697505e-09,1.67438940483819e-07,"DRAP1"
"DRD4",15.7974879662044,-5.4869336919702,1.05675657223144,-5.19223995019405,2.07778974574405e-07,5.99552094651095e-06,"DRD4"
"DSC1",19.2459464645003,5.91440580211632,1.70752269477878,3.46373481313089,0.000532731411845323,0.00417372558773434,"DSC1"
"DSC2",478.473880217178,1.90601920372046,0.542662653276819,3.51234637617152,0.000444168705600413,0.00360595452642143,"DSC2"
"DSG2",168.826349895497,1.19919895501903,0.43146937257887,2.77933737880739,0.00544699193377585,0.0256210496732544,"DSG2"
"DTHD1",104.95237194458,2.19686695347298,0.525302734195891,4.18209693280169,2.88832770760273e-05,0.000392037890822947,"DTHD1"
"DTL",61.3685371803114,3.1629447940413,1.02691240131613,3.08005316713241,0.00206963646006133,0.0122021227460982,"DTL"
"DTNB",259.753897192172,1.2866154710246,0.465541742939428,2.76369517994438,0.00571509007552151,0.0266494810607632,"DTNB"
"DTWD1",869.300582627131,1.08735476011898,0.381428955687084,2.85073994490084,0.00436176269033852,0.0217422965706649,"DTWD1"
"DTX3",126.25010502661,-2.53759405891811,0.998595179947597,-2.54116393697321,0.0110484102069695,0.0445218777519735,"DTX3"
"DUS3L",117.918081328209,-2.11487435058904,0.633124696155429,-3.34037570076061,0.000836651232787162,0.00593453892939994,"DUS3L"
"DUSP19",145.045088600446,-1.1366902419638,0.333053542564611,-3.41293544939036,0.000642671628310513,0.00484653161758068,"DUSP19"
"DUSP22",1145.09178590205,0.772137689155831,0.228624214787639,3.37732243224124,0.000731951948371603,0.00535181147729424,"DUSP22"
"DUSP5",143.385828327135,3.20028249832815,1.05315578385477,3.03875508959791,0.00237557891604348,0.0135674796567109,"DUSP5"
"DUSP6",1381.86423516375,1.3708266488432,0.421553016936416,3.25184874444858,0.00114657020003031,0.00764953179797305,"DUSP6"
"DUSP7",260.661922771622,-4.3590269331257,0.607207523729172,-7.17880915960113,7.03212226648415e-13,8.6999024544264e-11,"DUSP7"
